GLOBAL LIQUIDITY RANKING REPORT
================================================================================================================
Rank  Car Name                                                         Volume       Mean Price         CV  Liquidity
 292  ام وی ام / X33 کراس / دنده ای                                        19    2,721,842,105     0.0775     2.1664
 293  زوتی / آریو / 1.6 لیتر اتوماتیک                                      19    1,845,263,158     0.0958     2.1591
 294  جتا / VS7 / 1.4 لیتر توربو                                           19    5,794,736,842     0.0981     2.1582
 295  کیا / پیکانتو / اتوماتیک                                             19    2,973,157,895     0.1053     2.1553
 296  آریسان / دوگانه سوز / 1.7 لیتر                                       19      831,842,105     0.1130     2.1522
 297  میتسوبیشی / اوتلندر / دو دیفرانسیل H لاین                            18   12,655,555,556     0.0392     2.1510
 298  مزدا / EZ6 / 1.5 لیتر مکس                                            18   11,361,111,111     0.0441     2.1490
 299  لاماری / ایما HEV / 1.5 لیتر توربو                                   18    6,129,833,333     0.0483     2.1474
 300  پراید / 151 / GX                                                     18    1,160,333,333     0.0503     2.1465
 301  تیگارد / X35 پلاس / 1.5 لیتر توربو                                   18    3,848,333,333     0.0532     2.1454
 302  سوزوکی / سوییفت / 1.2 لیتر هیبرید                                    18    4,720,111,111     0.0567     2.1440
 303  هیوندای / اکسنت / 1.6 لیتر بلو                                       18    3,723,333,333     0.0567     2.1440
 304  تویوتا / پرادو  چهار در / 4 سیلندر                                   19    8,848,947,368     0.1358     2.1431
 305  نیسان / تی ینا (مونتاژ) / XV                                         19    5,438,421,053     0.1462     2.1390
 306  لیفان / X50 / اتوماتیک                                               18    1,317,222,222     0.0697     2.1388
 307  بی وای دی / چین ال DMi / 1.5 لیتر                                    19    7,135,263,158     0.1481     2.1382
 308  هیوندای / i30 / اتوماتیک                                             18    3,100,000,000     0.0737     2.1372
 309  رنو / پارس تندر / دنده ای                                            19    1,742,894,737     0.1561     2.1350
 310  سوزوکی / سیاز / 1.5 لیتر                                             18    4,316,666,667     0.0805     2.1345
 311  ام وی ام / X22 / اتوماتیک  اسپرت اکسلنت                              18    2,043,277,778     0.0862     2.1322
 312  ب ام و / سری 5 سدان / 520i                                           21   10,284,761,905     0.3072     2.1318
 313  ام وی ام / X33 S / گیربکس CVT                                        18    2,267,500,000     0.0878     2.1315
 314  تویوتا / پرادو  چهار در / 6 سیلندر آفرود                             20   21,887,500,000     0.2399     2.1308
 315  نیسان / جوک / پلاتینیوم                                              18    4,748,888,889     0.1125     2.1216
 316  رنو / داستر / SE دیفرانسیل جلو                                       18    3,448,888,889     0.1147     2.1208
 317  جتا / VS5 / 1.4 لیتر توربو                                           18    5,518,333,333     0.1233     2.1173
 318  کیا / اسپورتیج / 4 سیلندر GT لاین                                    18    8,793,888,889     0.1402     2.1106
 319  پورشه / ماکان / اتوماتیک                                             18   28,911,111,111     0.1407     2.1104
 320  هیوندای / کونا / 2.0 لیتر                                            17    7,673,235,294     0.0627     2.1091
 321  چری / تیگو 5 / اکسلنت                                                17    2,448,823,529     0.0646     2.1084
 322  پراید / 131 / SL                                                     18      501,444,444     0.1486     2.1072
 323  سانگ یانگ (KGM) / تیوولی / 1.6 لیتر آرمور                            17    4,434,411,765     0.0703     2.1061
 324  هاوال / H6 HEV / 1.5 لیتر توربو                                      17    6,877,058,824     0.0724     2.1053
 325  فونیکس / تیگو 7 پرو مکس (F7 PRO MAX) / 1.6 لیتر توربو 2WD            17    6,087,735,294     0.0798     2.1023
 326  پژو / 207 صندوقدار / اتوماتیک                                        17    1,947,058,824     0.0850     2.1002
 327  سوزوکی / فرانکس هیبرید / 1.5 لیتر                                    17    6,404,117,647     0.0907     2.0979
 328  نیسان / جوک / اسکای پک                                               17    4,664,705,882     0.1038     2.0927
 329  کیا / سراتو / 1.6 لیتر اتوماتیک                                      17    3,429,705,882     0.1103     2.0901
 330  ب ام و / سری 3 سدان / 320i                                           19    8,930,526,316     0.2824     2.0845
 331  اینرودز / C35 / دنده ای                                              18    2,115,880,278     0.2067     2.0840
 332  هوندا / HR-V eHEV / 1.5 لیتر                                         16    8,365,000,000     0.0406     2.0837
 333  تویوتا / اریون / گرند                                                18    7,818,333,333     0.2075     2.0836
 334  میتسوبیشی / لنسر / 1.8 لیتر اتوماتیک                                 17    4,723,529,412     0.1374     2.0793
 335  چری / آریزو 6 / اکسلنت                                               16    3,235,437,500     0.0555     2.0777
 336  جی ای سی / GS3 Emzoom / 1.5 لیتر توربو                               16    5,992,500,000     0.0761     2.0695
 337  آرتابان (ای ام جی) / توکا / 1.5 لیتر توربو                           16    6,399,375,000     0.0789     2.0684
 338  پراید / 132 / ساده                                                   16      442,500,000     0.0901     2.0639
 339  ام وی ام / X22 / دنده ای اسپرت اکسلنت                                16    1,786,562,500     0.0937     2.0624
 340  تویوتا / پرادو  چهار در / 6 سیلندر                                   17   14,605,882,353     0.1856     2.0600
 341  برلیانس / H320 / 1.65 اتوماتیک                                       16    2,247,812,500     0.1210     2.0515
 342  نیسان / رونیز / دنده ای                                              17    3,600,000,000     0.2156     2.0480
 343  سوزوکی / جیمنی 3 در / اتوماتیک                                       15    5,955,000,000     0.0394     2.0478
 344  دانگ فنگ / شاین مکس / 1.5 لیتر توربو                                 15    4,905,333,333     0.0406     2.0473
 345  فیات / 500 / 1.2 لیتر                                                16    6,501,875,000     0.1331     2.0467
 346  پیش فروش کی ام سی / J7 / اتوماتیک                                    20    1,674,500,000     0.4542     2.0450
 347  پراید / هاچ بک / دنده ای                                             18      353,000,000     0.3054     2.0445
 348  پژو / 206 SD / V9                                                    16    1,239,687,500     0.1405     2.0437
 349  ریسپکت / پرایم / تیپ 2 نیوفیس                                        17    3,957,941,176     0.2318     2.0415
 350  لیفان / 620 / 1.8 لیتر                                               16    1,036,875,000     0.1728     2.0308
 351  لونا / GRE / 110 کیلو وات                                            15    3,218,666,667     0.0883     2.0282
 352  پیش فروش کی ام سی / SR3 / 1.6 لیتر                                   19    1,247,315,789     0.4315     2.0249
 353  چری / آریزو 5T / TE                                                  15    2,502,000,000     0.0972     2.0247
 354  میتسوبیشی / اوتلندر / دو دیفرانسیل تیپ 5                             16    8,726,875,000     0.1982     2.0206
 355  دنا / پلاس EF7 / 5 دنده توربو                                        15    2,065,666,667     0.1075     2.0205
 356  پژو / پارس / اتوماتیک                                                17    1,211,529,412     0.3264     2.0036
 357  پژو / 207 / پانوراما اتوماتیک TU5                                    14    2,126,071,429     0.0544     2.0031
 358  بنز / کلاس E / E200                                                  20   18,351,500,000     0.5609     2.0024
 359  سانگ یانگ (KGM) / تیوولی (مونتاژ) / اسپشیال (توربو)                  14    5,622,857,143     0.0595     2.0010
 360  تویوتا / bz4X / 615 پرو                                              14    8,075,000,000     0.0630     1.9996
 361  سوزوکی / گراند ویتارا هیبرید / دو دیفرانسیل                          14    7,875,000,000     0.0656     1.9986
 362  تویوتا / لوین هیبرید / 1.8 لیتر اسپرت ادیشن                          14    6,534,285,714     0.0797     1.9930
 363  لکسوس / LX / 570                                                     16   48,362,500,000     0.2813     1.9874
 364  فولکس / تیگوان L / PRO R-LINE 2WD                                    14   13,102,857,143     0.1202     1.9767
 365  ام وی ام / آریزو 5ev / 48 کیلووات                                    14    3,358,571,429     0.1332     1.9715
 366  تویوتا / bz4X / 615 مکس                                              13    9,017,692,308     0.0376     1.9684
 367  تانک / 300 / 2.0 لیتر توربو                                          13   11,286,153,846     0.0535     1.9620
 368  برلیانس / H220 / دنده ای                                             13    1,337,307,692     0.0777     1.9524
 369  تویوتا / C-HR هیبرید / 1.8 لیتر                                      13    8,482,307,692     0.0967     1.9448
 370  میتسوبیشی / پاجرو دو در / 6 سیلندر                                   13    7,470,384,615     0.1031     1.9422
 371  سوزوکی / گراند ویتارا (مونتاژ) / 2.0 لیتر اتوماتیک                   13    2,743,846,154     0.1056     1.9412
 372  بسترن / B50F / اتوماتیک                                              13    2,451,538,462     0.1114     1.9389
 373  هیوندای / سوناتا هیبرید / تیپ 2 (GLS)                                13    6,641,538,462     0.1147     1.9376
 374  هیوندای / آزرا (گرنجور) / 4 سیلندر                                   13   10,541,538,462     0.1409     1.9271
 375  مزدا / EZ60 EREV / 1.5 لیتر                                          12   13,833,333,333     0.0300     1.9270
 376  کوییک / R پلاس / اتوماتیک                                            12    1,300,416,667     0.0338     1.9254
 377  ولوو / XC90 / T6 اینسکریپشن                                          13   17,015,384,615     0.1462     1.9249
 378  فیدلیتی / پرستیژ / تیپ 1 پنج نفره                                    12    6,047,500,000     0.0392     1.9233
 379  ریسپکت / پرایم / تیپ 1                                               12    3,224,166,667     0.0426     1.9219
 380  هایما / S5 پرو / 1.5 لیتر توربو                                      12    3,853,333,333     0.0508     1.9186
 381  ب ام و / X1 / sDrive 20Li                                            12   14,270,833,333     0.0585     1.9156
 382  چری / آریزو 5 / اتوماتیک اکسلنت                                      12    2,134,166,667     0.0722     1.9101
 383  بنز / EQE SUV / 500                                                  12   24,608,333,333     0.0804     1.9068
 384  نیسان / پیکاپ دو کابین / دنده ای                                     13    3,636,153,846     0.1980     1.9042
 385  کیا / کادنزا / اتوماتیک                                              12    5,936,666,667     0.0916     1.9023
 386  پورشه / کاین / S                                                     13   18,192,307,692     0.2081     1.9002
 387  ام وی ام / 315هاچ بک / اسپرت لاکچری                                  12    1,167,500,000     0.0974     1.9000
 388  برلیانس / H320 / 1.5 اتوماتیک                                        12    1,979,166,667     0.1008     1.8987
 389  بی وای دی / S6 / اتوماتیک                                            12    3,547,500,000     0.1177     1.8919
 390  هیوندای / سانتافه / 4 سیلندر تک دیفرانسیل                            12    5,678,333,333     0.1205     1.8908
 391  چانگان / ایدو EV460 / 120 کیلووات                                    12    3,080,833,333     0.1223     1.8901
 392  ام جی / 6 / GT                                                       12    2,928,333,333     0.1223     1.8900
 393  فولکس / گل / دنده ای                                                 13      726,153,846     0.2358     1.8891
 394  هیوندای / اکسنت / 1.6 لیتر ساده                                      13    3,314,461,538     0.2444     1.8857
 395  اونترا / U75 Plus / 2.0 لیتر توربو                                   13    5,706,923,077     0.2557     1.8811
 396  تویوتا / کرولا / 2.0 لیتر GLI                                        11    5,477,272,727     0.0320     1.8781
 397  فولکس / پاسات / اتوماتیک                                             12    7,945,833,333     0.1522     1.8781
 398  چانگان / UNI-T / 1.5 لیتر توربو                                      11    7,207,727,273     0.0443     1.8732
 399  فردا / سوبا M4 / اتوماتیک                                            12    6,961,666,667     0.1672     1.8721
 400  تویوتا / ونزا / 2.0 لیتر پرمیوم                                      11   13,049,090,909     0.0490     1.8714
 401  ولوو / EX30 / اولترا                                                 11   10,575,181,818     0.0728     1.8618
 402  تویوتا / هایلوکس دو کابین / بلند دنده ای                             14    8,409,285,714     0.4094     1.8611
 403  تیبا / صندوق دار / SX دوگانه سوز                                     11      763,181,818     0.0768     1.8602
 404  ب ام و / سری 3 سدان / 328i                                           11   10,563,636,364     0.0775     1.8600
 405  تویوتا / کرولا / 2.0 لیتر XLI                                        11    5,343,636,364     0.0780     1.8597
 406  تویوتا / یاریس صندوق دار / 1.5 لیتر                                  11    5,311,818,182     0.0920     1.8541
 407  جی ای سی / امکو / 1.5 لیتر توربو                                     11    6,820,000,000     0.0923     1.8540
 408  تویوتا / کرولا / 1.8 لیتر GLI                                        12    3,806,666,667     0.2163     1.8524
 409  ب ام و / X3 / 30                                                     11    4,250,000,000     0.1056     1.8487
 410  بنز / کلاس S / S500                                                  12   19,958,333,333     0.2272     1.8481
 411  تویوتا / یاریس صندوق دار / 1.3 لیتر                                  11    2,556,363,636     0.1088     1.8474
 412  لکسوس / ES / 350                                                     11    7,829,090,909     0.1119     1.8462
 413  تویوتا / bZ3 / الیت پرو                                              11    6,610,454,545     0.1125     1.8459
 414  ام وی ام / 110 / 3 سیلندر                                            11      377,727,273     0.1399     1.8350
 415  لکسوس / NX هیبرید / 300h                                             11   14,263,636,364     0.1429     1.8338
 416  لاماری / نئو / 1.5 لیتر توربو                                        10    4,507,000,000     0.0195     1.8309
 417  هایما / S5 / گیربکس CVT                                              10    2,897,000,000     0.0353     1.8246
 418  اپل / کورسا / 1.2 لیتر توربو اتوماتیک                                10    5,510,000,000     0.0391     1.8231
 419  بایک / BJ30 / هیبرید                                                 10    9,025,000,000     0.0410     1.8224
 420  تویوتا / کمری / 2.0 لیتر                                             10   10,595,000,000     0.0453     1.8206
 421  پیکان / سدان / بنزین                                                 16      396,562,500     0.6983     1.8206
 422  کارا / تک کابین / 2 لیتر                                             11    1,935,454,545     0.1912     1.8145
 423  کیا / سراتو (مونتاژ) / 1.6 لیتر ساده                                 10    3,107,000,000     0.0628     1.8136
 424  سمند / SE / دنده ای                                                  10      788,600,000     0.0631     1.8135
 425  پژو / 508 / GT لاین                                                  10    5,239,000,000     0.0639     1.8132
 426  چانگان / CS55 پلاس مونتاژ (سایپا 441P) / 1.5 لیتر توربو              10    6,120,000,000     0.0648     1.8128
 427  ام وی ام / 315هاچ بک / اسپرت اکسلنت                                  10    1,461,000,000     0.0776     1.8077
 428  پورشه / کاین / 6 سیلندر                                              11   12,068,181,818     0.2130     1.8058
 429  پیکان / وانت / بنزین                                                 11      510,000,000     0.2133     1.8056
 430  پراید / 132 / SE                                                     11      620,000,000     0.2154     1.8048
 431  حواله نیسان / آلتیما / 2.0 لیتر                                      14      448,571,429     0.5597     1.8010
 432  پژو / پارس / ELX-XU7                                                 13      788,000,000     0.4564     1.8009
 433  زامیاد / اکستند EX / دوگانه سوز                                      10    2,213,400,000     0.0958     1.8004
 434  بی ای دبلیو (BAW) / 212 / 2.0 لیتر توربو لجند                        12    6,889,166,667     0.3536     1.7975
 435  پراید / 132 / SX                                                     10      480,200,000     0.1078     1.7956
 436  بنز / کلاس S / S350                                                  10   14,220,000,000     0.1108     1.7944
 437  پژو / 206 SD / V20                                                   10      887,100,000     0.1144     1.7930
 438  تویوتا / هایلوکس دو کابین / بلند اتوماتیک                            11   12,309,090,909     0.2470     1.7921
 439  ام وی ام / 550 / اتوماتیک                                            10    1,558,000,000     0.1222     1.7898
 440  پیش فروش تویوتا / کرولا کراس هیبرید / 2.0 لیتر                        9    5,050,000,000     0.0000     1.7816
 441  بنز / کلاس E / E280                                                  10    6,920,000,000     0.1503     1.7786
 442  دوو / سیلو / دنده ای                                                 11      580,000,000     0.2811     1.7785
 443  بیجینگ / X7 / 1.5 لیتر توربو                                          9    5,783,333,333     0.0163     1.7750
 444  سوزوکی / جیمنی 5 در / 1.5 لیتر                                        9    6,650,000,000     0.0246     1.7717
 445  ب ام و / iX1 / xDrive 30L                                             9   12,583,333,333     0.0265     1.7710
 446  ولوو / EX30 / اولترا تک موتور                                         9    9,561,111,111     0.0268     1.7708
 447  تویوتا / bZ3X / 520 پرو                                               9    7,827,777,778     0.0457     1.7633
 448  ام وی ام / X55 PRO / IE اسپرت                                         9    3,450,555,556     0.0474     1.7626
 449  لکسوس / GS / 250                                                      9   13,546,666,667     0.0571     1.7587
 450  ام جی / 4ev / 150 کیلو وات                                            9    5,298,888,889     0.0583     1.7582
 451  تویوتا / کمری / GL                                                   10    4,058,000,000     0.2017     1.7580
 452  جک / جی 5 / 1.5 لیتر دنده ای                                          9    1,603,111,111     0.0759     1.7512
 453  رنو / فلوئنس / دنده ای                                                9    3,303,888,889     0.0759     1.7512
 454  لکسوس / ES / 250                                                      9   12,222,222,222     0.0783     1.7502
 455  فولکس / ID.4 Crozz / پیور پلاس                                        9    6,886,888,889     0.0794     1.7498
 456  هیوندای / سوناتا / 1.5 لیتر توربو                                     9   10,776,666,667     0.0825     1.7486
 457  رنو / آرکانا XM3 / 1.6 لیتر                                           9    6,811,111,111     0.0862     1.7471
 458  ب ام و / سری 3 سدان / 330i                                            9   13,776,666,667     0.0866     1.7469
 459  بنز / کلاس E / E300 موتور 3.0 لیتر                                    9   13,611,111,111     0.0944     1.7438
 460  پراید / 132 / SL                                                      9      531,666,667     0.0949     1.7436
 461  تویوتا / پرادو دو در / 6 سیلندر                                       9   11,388,888,889     0.0956     1.7433
 462  روئوه / eRX5 / 1.5 لیتر توربو                                         9    6,081,111,111     0.0963     1.7430
 463  تویوتا / کمری هیبرید / 2.5 لیتر XLE                                   9    7,555,555,556     0.0981     1.7423
 464  اوتار / 11EV / 425 کیلووات                                            9   20,250,000,000     0.0995     1.7417
 465  ب ام و / X2 / sDrive 18i                                              9   19,900,000,000     0.1273     1.7306
 466  بنز / کلاس E / E350                                                   9   14,997,777,778     0.1313     1.7290
 467  تویوتا / C-HR / تمام چرخ محرک                                         9    8,210,000,000     0.1421     1.7247
 468  کیا / K3 / 1.5 لیتر                                                   9    6,733,333,333     0.1537     1.7201
 469  پیش فروش آرتابان (ای ام جی) / توکا / 1.5 لیتر توربو                  11    3,646,818,182     0.4302     1.7189
 470  تویوتا / لندکروز چهار در / 8 سیلندر 4.7                              10   18,340,000,000     0.3218     1.7100
 471  ب ام و / سری 3 سدان / 325i موتور 2.0 توربو                            8   21,662,500,000     0.0396     1.7025
 472  برلیانس / H230 / دنده ای                                              8    1,425,000,000     0.0434     1.7010
 473  ب ام و / سری 2 اکتیوتورر / 218i                                       8    7,317,500,000     0.0501     1.6983
 474  کیا / اپتیما / 6 سیلندر                                               8    3,574,375,000     0.0530     1.6971
 475  چانگان / CS35 پلاس مونتاژ (سایپا 421P) / 1.4 لیتر توربو               9    5,116,666,667     0.2173     1.6946
 476  سانگ یانگ (KGM) / موسو گرند خان / سیگنچر                              8   12,808,750,000     0.0727     1.6893
 477  جی ای سی / امکو هیبرید / 2.0 لیتر فلگشیپ                              9    6,794,444,444     0.2359     1.6872
 478  ب ام و / سری 1 هاچ بک / 120i                                          8    9,672,500,000     0.0782     1.6871
 479  ب ام و / X1 / xDrive 25i                                              8   10,297,500,000     0.0788     1.6868
 480  سانگ یانگ (KGM) / اکتیون / اتوماتیک                                   8    3,088,750,000     0.0867     1.6836
 481  مکث موتور / تیارا / اتوماتیک                                          8    4,876,250,000     0.0871     1.6835
 482  ام جی / 3 / اتوماتیک                                                  8    2,113,750,000     0.0938     1.6808
 483  جیلی / امگرند 7 / دنده ای                                             8    1,500,000,000     0.1053     1.6762
 484  نیسان / پاترول دو در / دنده ای                                        9    1,212,222,222     0.2665     1.6750
 485  ام جی / 550 / اتوماتیک                                                8    2,605,000,000     0.1099     1.6744
 486  کارا / دو کابین / 2 لیتر                                              8    1,773,750,000     0.1138     1.6728
 487  ونوسیا / وی آنلاین DDi / 1.5 لیتر توربو                               8    7,462,500,000     0.1193     1.6706
 488  فولکس / ID.4 Crozz / پرو                                              8    8,136,000,000     0.1312     1.6659
 489  پراید / 111 / SX                                                      8      596,875,000     0.1355     1.6641
 490  مزدا / وانت تک‌کابين / دنده ای                                        9      805,555,556     0.3009     1.6612
 491  هوندا / آکورد / EXB                                                   8    6,623,750,000     0.1540     1.6567
 492  پژو / RD / دنده ای                                                    8      288,125,000     0.1774     1.6474
 493  اشکودا / سوپرب / 1.4 لیتر توربو                                       7    6,927,142,857     0.0207     1.6394
 494  مزدا / 3 نیو صندوق دار / 2.0 لیتر تیپ 1                               7    3,000,000,000     0.0261     1.6372
 495  تویوتا / ونزا / 2.0 لیتر لاکچری                                       7   12,507,142,857     0.0347     1.6338
 496  بنز / کلاس GLB / GLB 200                                              7   17,471,428,571     0.0382     1.6324
 497  پژو / RDI / دنده ای                                                   8      298,875,000     0.2186     1.6309
 498  جی ای سی / امپو / 1.5 لیتر توربو                                      7    6,931,428,571     0.0455     1.6294
 499  فولکس / بیتل / اتوماتیک                                               7    6,347,142,857     0.0533     1.6263
 500  میتسوبیشی / اوتلندر / تک دیفرانسیل M لاین                             7   10,392,857,143     0.0547     1.6258
 501  هوندا / CR-V / 1.5 لیتر توربو                                         7    9,571,428,571     0.0555     1.6255
 502  حواله هوندا / آکورد e_PHEV / 2.0 لیتر                                 8      372,500,000     0.2336     1.6249
 503  لیفان / X60 / اتوماتیک                                                7    1,765,714,286     0.0580     1.6245
 504  جیلی / امگرند RV-7 / اتوماتیک                                         7    1,545,714,286     0.0589     1.6241
 505  رانا / EL / دنده ای                                                   7      948,285,714     0.0599     1.6237
 506  ام وی ام / X55 PRO / اکسلنت اسپرت                                     7    3,270,000,000     0.0664     1.6211
 507  رنو / ساندرو استپ وی / دنده ای                                        7    2,494,285,714     0.0674     1.6207
 508  هوندا / سیویک / 1.5 لیتر توربو                                        7    9,262,857,143     0.0743     1.6179
 509  بورگوارد / BX7 / آلتیمیت                                              8    6,428,750,000     0.2555     1.6161
 510  کیا / سراتو کوپ / اتوماتیک                                            7    3,828,571,429     0.0814     1.6151
 511  ام جی / 6 / GT نیوفیس                                                 7    3,511,428,571     0.0826     1.6146
 512  هیوندای / آوانته / اتوماتیک                                           7    2,590,000,000     0.0867     1.6130
 513  برلیانس / کراس / 1.65 لیتر                                            7    2,460,714,286     0.0881     1.6124
 514  ب ام و / سری 2 کوپه / 220i                                            7   16,271,428,571     0.1031     1.6064
 515  لیفان / 820 / اتوماتیک                                                7    2,352,857,143     0.1041     1.6060
 516  ام وی ام / M5 پرو / 1.5 لیتر توربو                                    8    3,623,750,000     0.2820     1.6055
 517  آئودی / Q5 / اتوماتیک                                                 7   10,664,285,714     0.1090     1.6041
 518  پژو / 206 SD / V1                                                     7      853,285,714     0.1145     1.6019
 519  مینی / کوپر / 5 در                                                    7   13,934,285,714     0.1326     1.5946
 520  نیسان / مورانو / SE                                                   8    3,883,750,000     0.3208     1.5900
 521  تویوتا / اریون / اسپرت                                                7   10,264,285,714     0.1529     1.5865
 522  میتسوبیشی / میراژ / اتوماتیک                                          7    2,212,857,143     0.1657     1.5814
 523  جیلی / امگرند 7 / اتوماتیک                                            7    1,852,857,143     0.1731     1.5784
 524  دوو / ماتیز / دنده ای                                                 7      346,142,857     0.1834     1.5743
 525  پورشه / باکستر / 718S                                                 7   50,000,000,000     0.1861     1.5732
 526  پورشه / پانامرا / 4S                                                  7   23,042,857,143     0.1906     1.5714
 527  ایکس پنگ / مونا M03 / 620 Plus                                        6    4,750,000,000     0.0000     1.5675
 528  ایکس پنگ / G6 EV / 625 Max Tech                                       6    6,400,000,000     0.0000     1.5675
 529  حواله بی ای دبلیو (BAW) / 212 / 2.0 لیتر توربو لجند                   6    4,990,000,000     0.0000     1.5675
 530  حواله بنز / EQE SUV / 500                                             6   21,000,000,000     0.0000     1.5675
 531  ب ام و / X6 / 50                                                      7   22,971,428,571     0.2013     1.5672
 532  نیسان / ماکسیما / دنده ای                                             7    3,465,714,286     0.2076     1.5646
 533  حواله ب ام و / سری 2 گرن کوپه / 225L                                  6   12,283,333,333     0.0192     1.5599
 534  میتسوبیشی / اوتلندر / دو دیفرانسیل تیپ 4                              6    6,521,666,667     0.0371     1.5527
 535  کیا / ریو هاچ بک / اتوماتیک                                           6    3,996,666,667     0.0411     1.5511
 536  ام وی ام / 110S / لاکچری                                              6      846,666,667     0.0420     1.5508
 537  پراید / 131 / EX                                                      7      440,714,286     0.2425     1.5507
 538  چری / تیگو 5 / لاکچری                                                 6    2,491,666,667     0.0469     1.5488
 539  ولوو / EX30 / اولترا دو موتور                                         6    9,593,333,333     0.0472     1.5487
 540  مزدا / 3 نیو هاچ بک / تیپ3                                            6    3,468,333,333     0.0487     1.5480
 541  نوو / A05 / 1.5 لیتر                                                  6    5,806,666,667     0.0504     1.5474
 542  زوتی / DL5 / 1.5 لیتر توربو                                           6    3,676,666,667     0.0516     1.5469
 543  هاوال / H2 مونتاژی / اتوماتیک                                         6    2,764,166,667     0.0578     1.5444
 544  رنو / داستر / SE دو دیفرانسیل                                         6    3,825,000,000     0.0578     1.5444
 545  دایون / Y7 / اتوماتیک                                                 6    4,941,666,667     0.0580     1.5444
 546  جی ای سی / امپو هیبرید / 2.0 لیتر فلگشیپ                              6    6,695,000,000     0.0610     1.5431
 547  حواله آئودی / Q5 e-tron / 40                                          7      381,428,571     0.2627     1.5426
 548  حواله ساینا / S / دنده ای بنزینی                                      6    1,146,666,667     0.0669     1.5408
 549  جیلی / GC6 / اکسلنت                                                   6    1,861,666,667     0.0678     1.5404
 550  ام وی ام / X22 / دنده ای ساده                                         6    1,702,500,000     0.0692     1.5399
 551  لکسوس / LX / 600                                                      7   63,000,000,000     0.2765     1.5371
 552  ام وی ام / X33 / اتوماتیک                                             6    1,877,500,000     0.0778     1.5364
 553  رنو / ساندرو / دنده ای                                                6    2,123,333,333     0.0830     1.5343
 554  لکسوس / NX / 260                                                      6   36,366,666,667     0.1052     1.5255
 555  فولکس / گلف / GTI                                                     6   10,216,666,667     0.1056     1.5253
 556  هیوندای / توسان / 2.0 لیتر تک دیفرانسیل                               6    7,145,000,000     0.1263     1.5170
 557  تویوتا / پرادو چهار در / 4 سیلندر                                     6    8,658,333,333     0.1491     1.5079
 558  میتسوبیشی / پاجرو چهار در / 6 سیلندر                                  8    9,837,500,000     0.5483     1.4990
 559  تویوتا / پرادو  چهار در / 6 سیلندر آنرود                              6   22,466,666,667     0.1747     1.4977
 560  میتسوبیشی / اوتلندر / 2.5 لیتر                                        7    8,300,000,000     0.3752     1.4976
 561  بنز / کلاس GLC کوپه / 200 فورماتیک                                    6   41,466,666,667     0.2010     1.4871
 562  پیش فروش نیسان / قشقایی / تک دیفرانسیل آنر                            5    6,980,000,000     0.0000     1.4751
 563  پیش فروش کی ام سی / ایگل / 1.5 لیتر                                   6    2,299,833,333     0.2382     1.4723
 564  ساینا / GXL دنده ای / دوگانه سوز                                      5    1,315,000,000     0.0132     1.4698
 565  برلیانس / H330 / 1.5 دنده ای                                          5    1,616,000,000     0.0150     1.4691
 566  حواله فونیکس / FX EV / 150 کیلو وات                                   5    4,888,460,000     0.0187     1.4676
 567  حواله تویوتا / کرولا هیبرید / 1.8 لیتر الیت                           5    5,860,000,000     0.0205     1.4669
 568  هیوندای / i10 (مونتاژ) / اتوماتیک                                     5    2,686,000,000     0.0210     1.4667
 569  مزدا / EZ6 / 1.5 لیتر مکس اسپرت                                       5   12,036,000,000     0.0263     1.4645
 570  تویوتا / ونزا / 2.0 لیتر لاکچری پلاس                                  5   11,848,000,000     0.0347     1.4612
 571  حواله تویوتا / کرولا کراس هیبرید / 2.0 لیتر                           5    7,048,000,000     0.0415     1.4584
 572  ب ام و / iX3 / Leading                                                5   18,740,000,000     0.0430     1.4578
 573  تیبا / هاچ بک / SX                                                    5      726,000,000     0.0449     1.4571
 574  بنز / کلاس CLA / CLA45                                                5   23,840,000,000     0.0464     1.4565
 575  هیوندای / سوناتا / 3.3 لیتر                                           5    3,072,000,000     0.0556     1.4528
 576  اوشان / UNI-Z / 1.5 لیتر                                              5    8,480,000,000     0.0570     1.4523
 577  پژو / 405 / GLI                                                       5      489,000,000     0.0587     1.4516
 578  سوزوکی / گراند ویتارا هیبرید / تک دیفرانسیل                           5    6,930,000,000     0.0587     1.4516
 579  مزدا / EZ6 / 1.5 لیتر مکس اسپرت لاکچری                                5   12,780,000,000     0.0601     1.4510
 580  زد ایکس اتو / G9 / 2 لیتر توربو                                       5    9,290,000,000     0.0644     1.4493
 581  ام جی / GS / اتوماتیک                                                 5    3,396,000,000     0.0666     1.4484
 582  تویوتا / وایلدلندر / 2.0 لیتر AWD پرمیوم                              5   10,420,000,000     0.0688     1.4475
 583  ب ام و / سری 5 سدان / 523i                                            5    9,340,000,000     0.0712     1.4466
 584  نیسان / تی ینا / اتوماتیک                                             5    5,330,000,000     0.0782     1.4438
 585  ب ام و / X1 / xDrive 28i                                              5    6,124,000,000     0.0787     1.4436
 586  هوندا / سیتی / 1.5 لیتر                                               5    6,048,000,000     0.0805     1.4429
 587  کیا / سلتوس / 1.4 لیتر توربو                                          5    7,226,000,000     0.0990     1.4355
 588  پژو / پارس / ELX-XUM                                                  5    1,200,000,000     0.1021     1.4342
 589  بنز / EQE Sedan / 500                                                 5   23,500,000,000     0.1042     1.4334
